!      E0    Theta      Q^2          Sig     dSig_tot TPE(Blun) TPE(Fesh) idat      Norm TPE(extra)
  275.30    28.00   0.0172   1.6840E+04   3.4000E+02   1.0037   1.0045   23     0.035   0.0000
  275.30    50.00   0.0490   1.3230E+03   1.0960E+01   1.0049   1.0068   23     0.035   0.0000
  275.30    60.00   0.0661   5.7750E+02   5.9950E+00   1.0053   1.0076   23     0.035   0.0000
  275.30    70.00   0.0836   2.8890E+02   2.9890E+00   1.0057   1.0084   23     0.035   0.0000
  149.40    28.00   0.0051   6.1540E+04   5.9760E+02   1.0042   1.0045   22     0.015   0.0000
  149.40    30.00   0.0059   4.5870E+04   4.0480E+02   1.0044   1.0047   22     0.015   0.0000
  149.40    35.00   0.0079   2.4440E+04   2.0470E+02   1.0049   1.0053   22     0.015   0.0000
  199.50    28.00   0.0091   3.3570E+04   2.9660E+02   1.0040   1.0045   22     0.015   0.0000
  149.40    40.00   0.0101   1.3910E+04   1.2370E+02   1.0054   1.0058   22     0.015   0.0000
  199.50    30.00   0.0104   2.5240E+04   2.2110E+02   1.0042   1.0047   22     0.015   0.0000
  149.40    45.00   0.0125   8.4040E+03   7.0220E+01   1.0058   1.0063   22     0.015   0.0000
  199.50    35.00   0.0139   1.3330E+04   1.2080E+02   1.0047   1.0053   22     0.015   0.0000
  149.40    50.00   0.0151   5.3820E+03   4.5400E+01   1.0062   1.0068   22     0.015   0.0000
  199.50    40.00   0.0177   7.4750E+03   6.0020E+01   1.0050   1.0058   22     0.015   0.0000
  149.40    55.00   0.0178   3.5930E+03   3.3520E+01   1.0066   1.0072   22     0.015   0.0000
  149.40    60.00   0.0207   2.4280E+03   2.1640E+01   1.0070   1.0076   22     0.015   0.0000
  199.50    45.00   0.0220   4.4830E+03   3.6420E+01   1.0054   1.0063   22     0.015   0.0000
  149.40    65.00   0.0236   1.7170E+03   1.5360E+01   1.0073   1.0080   22     0.015   0.0000
  199.50    50.00   0.0264   2.8550E+03   2.3890E+01   1.0057   1.0068   22     0.015   0.0000
  149.40    70.00   0.0266   1.2220E+03   1.1520E+01   1.0077   1.0084   22     0.015   0.0000
  199.50    55.00   0.0311   1.8640E+03   1.8140E+01   1.0061   1.0072   22     0.015   0.0000
  199.50    60.00   0.0360   1.2830E+03   1.4030E+01   1.0064   1.0076   22     0.015   0.0000
  149.80    27.96   0.0051   6.0310E+04   8.7410E+02   1.0042   1.0045   21     0.015   0.0000
  228.70    27.96   0.0119   2.5450E+04   2.2770E+02   1.0039   1.0045   21     0.015   0.0000
  274.80    27.96   0.0171   1.7250E+04   1.5190E+02   1.0037   1.0045   21     0.015   0.0000
  301.40    27.96   0.0204   1.3950E+04   1.1630E+02   1.0036   1.0045   21     0.015   0.0000
  321.30    27.96   0.0232   1.2100E+04   9.4820E+01   1.0035   1.0045   21     0.015   0.0000
 9750.00    10.00   2.4950   7.7023E+00   1.4112E-01   0.9978   1.0018   20     0.041  -0.0003
12571.00    10.00   3.9890   1.1176E+00   2.2047E-02   0.9989   1.0018   20     0.041  -0.0006
15736.00    10.00   5.9960   1.7966E-01   3.9170E-03   1.0008   1.0018   20     0.041  -0.0009
18482.00    10.00   7.9880   4.4856E-02   1.2666E-03   1.0028   1.0018   20     0.041  -0.0013
21005.00    10.00  10.0040   1.4524E-02   5.6288E-04   1.0047   1.0018   20     0.041  -0.0016
 4500.00     4.00   0.0980   1.1060E+05   3.0940E+03   1.0002   1.0008   19     0.024   0.0000
 7001.00     4.00   0.2350   3.0040E+04   8.4260E+02   0.9998   1.0008   19     0.024   0.0000
 9993.00     4.00   0.4740   7.5930E+03   2.1260E+02   0.9995   1.0008   19     0.024   0.0000
13000.00     4.00   0.7970   2.1960E+03   6.1480E+01   0.9992   1.0008   19     0.024   0.0000
16000.00     4.00   1.1980   7.0631E+02   1.9790E+01   0.9990   1.0008   19     0.024  -0.0000
18010.00     4.00   1.5100   3.4331E+02   9.5892E+00   0.9990   1.0008   19     0.024  -0.0000
20005.00     4.00   1.8530   1.7561E+02   4.9372E+00   0.9990   1.0008   19     0.024  -0.0000
 3820.00    47.50   4.0800   1.7642E-02   1.0966E-03   0.9893   1.0066   18     0.080  -0.0081
 3870.00    47.30   4.1600   1.8340E-02   1.1407E-03   0.9894   1.0066   18     0.080  -0.0082
 3110.00    76.50   4.2000   4.5427E-03   2.9822E-04   0.9768   1.0088   18     0.080  -0.0133
 4340.00    47.60   4.8800   7.6251E-03   4.8070E-04   0.9907   1.0066   18     0.080  -0.0097
 4960.00    47.50   5.8900   3.3135E-03   2.1281E-04   0.9926   1.0066   18     0.080  -0.0114
 5540.00    47.50   6.8500   1.3696E-03   8.9581E-05   0.9945   1.0066   18     0.080  -0.0130
